exercise_id,exercise_name,roles,file,relative_path,width,height,mode,status,reason,score,source_sha256
abduction,Roznožování v mostu,HERO,bridge_abduction_hero.png,Pilates Assets/02_Exercise_Cards/Bridge Abduction/bridge_abduction_hero.png,1536,1024,RGB,PASS,,0.2067,7a29dee229e52350f8e76016c443eaa266c0f0962748641eec6f6e1ea03d671b
sidekick,Side Kick,START,side_kick_start.png,Pilates Assets/02_Exercise_Cards/Side Kick/side_kick_start.png,1536,1024,RGB,PASS,,0.1948,10373503c0f003e51861ff18c3d68f3901d34bfaed58dcd552f13a46bc6a7ddd
plank,Prkno na předloktích,START/HERO/END,forearm_plank_start.png,Pilates Assets/02_Exercise_Cards/Forearm Plank/forearm_plank_start.png,1536,1024,RGB,PASS,,0.1943,c6978e701cfaf76dab7111aab8d70370380a8c7bba853296861352a820127c68
hip_march,Pochod vleže,HERO,hip_march_hero.png,Pilates Assets/02_Exercise_Cards/Hip March/hip_march_hero.png,1536,1024,RGB,PASS,,0.1937,9a4488355a060b0105ed40e2b2d665ab3cedf332fde66b35ba12cce25f99fcbc
sideplank,Side Plank,START/END,side_plank_start.png,Pilates Assets/02_Exercise_Cards/Side Plank/side_plank_start.png,1536,1024,RGB,PASS,,0.1903,67211c832812fde512f0847eb9a209d65aef918c411d269841204db87be7ba93
frog,Frog Pumps,HERO,frog_pumps_hero.png,Pilates Assets/02_Exercise_Cards/Frog Pumps/frog_pumps_hero.png,1536,1024,RGB,PASS,,0.1890,090e68ecf8fac3e93f863b40380749d9b76ca672bfa211f56240785cd6333c14
sideplank,Side Plank,HERO,side_plank_hero.png,Pilates Assets/02_Exercise_Cards/Side Plank/side_plank_hero.png,1536,1024,RGB,PASS,,0.1833,67d93f038db9c216bec4e1b0c7d7d9022d05a84c55e5efd2618e3e7577f8e9bb
sideplank_reach,Boční prkno s rotací,START,side_plank_reach_start.png,Pilates Assets/02_Exercise_Cards/Side Plank Reach/side_plank_reach_start.png,1536,1024,RGB,PASS,,0.1833,67d93f038db9c216bec4e1b0c7d7d9022d05a84c55e5efd2618e3e7577f8e9bb
sideplank_reach,Boční prkno s rotací,END,side_plank_reach_end.png,Pilates Assets/02_Exercise_Cards/Side Plank Reach/side_plank_reach_end.png,1536,1024,RGB,PASS,,0.1566,ff89936718328350ab3491b3f86f258244a0bd21c02aca55f43e824ce2fdbf2b
legraises,Leg Raises,START/END,leg_raises_start.png,Pilates Assets/02_Exercise_Cards/Leg Raises/leg_raises_start.png,1536,1024,RGB,PASS,,0.1236,65921706ad2ba918f267d94ba8fbd23dda86a95bfb69dfbb8d61afd91f10db17
legraises,Leg Raises,HERO,leg_raises_hero.png,Pilates Assets/02_Exercise_Cards/Leg Raises/leg_raises_hero.png,1536,1024,RGB,PASS,,0.1228,54ce8c27f958f5b983693602ad0862510478939eda7091e015870e44f0060e93
bicycle,Bicycle Crunch,END,bicycle_crunch_end.png,Pilates Assets/02_Exercise_Cards/Bicycle Crunch/bicycle_crunch_end.png,1536,1024,RGB,PASS,color MASTER,0.0000,ba012bcfae8d6aef2758d0ad42343ba5542f090d1abc0db3e104dd3a1b8d69da
bicycle,Bicycle Crunch,HERO,bicycle_crunch_hero.png,Pilates Assets/02_Exercise_Cards/Bicycle Crunch/bicycle_crunch_hero.png,1536,1024,RGB,PASS,color MASTER,0.0000,93889f84f6fa815714ceeb7c5e7281c69220a1f9b579342ca8c921ac2ce679c7
bicycle,Bicycle Crunch,START,bicycle_crunch_start.png,Pilates Assets/02_Exercise_Cards/Bicycle Crunch/bicycle_crunch_start.png,1536,1024,RGB,PASS,color MASTER,0.0000,703fed20ee7037aa72ffecaf30dd9086341363c05ebfd6e3b77dd3269f623a6b
